ids,time,tweet_text,tag
1.39e+18,30-04-2021 22:51,Perfect representation,1
1.39e+18,30-04-2021 22:51,Ok my girl Im glad all is good and yes if you have no use for the cars find them a good home So glad all thats squared away for you now once again have a nice evening with a big glass of wine ,1
1.39e+18,30-04-2021 22:51,Buck glad to see you got Dr Fleming on your show Cant wait to hear it Hes really been in great form since he gave a speech at an Abbeville Conference and then had a great talk with Plus I know you do a great job preparing for your podcasts Wont miss,0
1.39e+18,30-04-2021 22:51,Thanks for sharing this were so glad ,1
1.39e+18,30-04-2021 22:51,Owning up to your actions and understanding why they can be harmful demonstrates growth Glad to see youre committed to that and can compete again,0
1.39e+18,30-04-2021 22:51,Im just glad people moved on from her strong arms it was getting hectic on Tiktok for a sec,1
1.39e+18,30-04-2021 22:51,Im glad youre there too ,0
1.39e+18,30-04-2021 22:51, Im so glad you dig it yo,0
1.39e+18,30-04-2021 22:51,Emotional days be the worst for me Im jus glad when its over,0
1.39e+18,30-04-2021 22:51,Its such a great program So glad youre involved ,1
1.39e+18,30-04-2021 22:51,Welcome to TeamLucas LucaBeth glad to have you join us ,1
1.39e+18,30-04-2021 22:51,And this was gonna be in a relatives backyard mind you Its all a scam Glad your friend did it their own way,0
1.39e+18,30-04-2021 22:51,Hooray Glad youre feeling good Also Im thrilled to know the Ramp is open again,1
1.39e+18,30-04-2021 22:51,Alhamdulillah glad to participate such a wonderful project Hope it will give us a good profit in shaa allah and i will be selected as a lucky person in this project,1
1.39e+18,30-04-2021 22:51,Glad to hear the strandedAussies crisis has finally made an impact on the Australian public but sad that it took the threat of jail time for people flying home,0
1.39e+18,30-04-2021 22:51,They tried to sabotage her before blackballing her Im so glad she didnt listen,0
1.39e+18,30-04-2021 22:51,glad we all agree,1
1.39e+18,30-04-2021 22:51,Im glad that DoughtyStreetChambers know where Johnathan lives,1
1.39e+18,30-04-2021 22:51,I hope you had a lovely week Im glad mine is over Happy weekend Teresa xx,1
1.39e+18,30-04-2021 22:51,Glad to see Biden pushing Big Government government is by the people for the people There was nothing for the People with the Former Guy He gave the wealthy in essence bonuses Who did NOT trickle down crumbs for America Rs cant mention Biden spending Ever,0
1.39e+18,30-04-2021 22:51,OUGH I READ THIS THE OPPOSITE WAY AT FIRST I am glad I reread because Same I dislike ppl doing that especially when its NOT THEIR ART,0
1.39e+18,30-04-2021 22:51,Yeah congrats man Glad it found a buyer ,0
1.39e+18,30-04-2021 22:51,So glad you and I are friends,1
1.39e+18,30-04-2021 22:51,Youre doubt great I hope your Mom isl improving Im glad your brother is there with you My love and prayers to you and yours,1
1.39e+18,30-04-2021 22:51,Must admit the day job nearly did me in this week Two  hour days plus madness in between has left me shattered today Im glad those types of daysweeks are rare now and not the norm like they used to be  years ago,1
1.39e+18,30-04-2021 22:51,Im glad my boy back tho,1
1.39e+18,30-04-2021 22:51, Glad things went well and you didnt do anything horrible while sedated  I recently learned that they dont leave the needle in they use it to insert a tube and the TUBE stays while the needle goes I wish someone had told me that thing made me nervous,0
1.39e+18,30-04-2021 22:51,Thank you for your feedback Keith Glad you enjoyed snacking with us Keep sharing the snack love ,1
1.39e+18,30-04-2021 22:51,Glad to hear that Din Wow what an adorable one Moth is Im fine in most parts Visited my cousins grave today I didnt drink too much coffee,0
1.39e+18,30-04-2021 22:51,Glad youre ok If you need help getting another hmu,0
1.39e+18,30-04-2021 22:51,Thanks Im glad,1
1.39e+18,30-04-2021 22:51,Because why not just be glad that you werent mentioned,1
1.39e+18,30-04-2021 22:51,Bannons brainchild turns out to be ignorant as hell go figure Ill be glad when they finally throw his ass in the slammer,0
1.39e+18,30-04-2021 22:51,Pop off So glad that you are getting so much success ,1
1.39e+18,30-04-2021 22:51,Oh is inability to brush teeth an ADHD thing This now makes perfect sense I struggle so hard with this Am glad Im not the only one,0
1.39e+18,30-04-2021 22:51,aw ily sm angel your always so sweet thank u for being so kind to me and im so glad you saw it today  you deserve to have the best days its so cruel how our minds can make us think the opposite but u do deserve it so so much ,1
1.39e+18,30-04-2021 22:51,Got my second Covid Vaccine yesterday Felt great albeit a little sore Managed to go to work for a few hours today then my immune system rolled out its new defenses Currently laying in bed with a  degree temp feeling awful Glad to know its working but ugh,0
1.39e+18,30-04-2021 22:51,Im so glad it worked out today ,1
1.39e+18,30-04-2021 22:51,Im glad someone else recognizes this is one of the most legendary soundtracks ever helpmefaith,1
1.39e+18,30-04-2021 22:51,Im glad you like them,1
1.39e+18,30-04-2021 22:51,So glad to be here,1
1.39e+18,30-04-2021 22:51,I hope all is okay My husband has been exhibiting symptoms for  years Im quite familiar since my mother is on her last steps Glad youre getting checked out Sometimes its not what you think,1
1.39e+18,30-04-2021 22:51,Haha good Im glad you didnt fall for this man I am so sad that scum like this exists and preys on people I wish you the best of luck in life Much love and stay safe ,1
1.39e+18,30-04-2021 22:51,im glad and thats true they are just stupid thoughts and rlly should not control everything haha its a shame theyre so overwhelming but youre right its always good to stay strong thank u sm ily lt,0
1.39e+18,30-04-2021 22:51,Its ridiculous and absolutely done in bad faith Glad they use social media to put their ignorance on front street for all to see tho ,0
1.39e+18,30-04-2021 22:51,Ahhh thank you so so much for supporting my small business Glad they got to you safely ,0
1.39e+18,30-04-2021 22:51,Ach that is brilliant Sam Really glad for you,1
1.39e+18,30-04-2021 22:51,Hi Dave Glad you agree Unfortunately it wont happen without serious people pressure Expect and join mass civil disobedience events in the world this year This was an appetizer in Switzerland and the reason ExitFossilFuelsNow was trending,0
1.39e+18,30-04-2021 22:51,Mostly glad Im too old for this wave,0
1.39e+18,30-04-2021 22:51,Hehe yayy Im glad hugs you ,1
1.39e+18,30-04-2021 22:51,Glad youre here ,1
1.39e+18,30-04-2021 22:51,ok glad we have the correct opinions,1
1.39e+18,30-04-2021 22:51,Sending you positive thoughts Good that youre getting checked out Glad your daughter is on top of your health Lots of great information at,1
1.39e+18,30-04-2021 22:51,im glad youre quitting eff that noise eff your unsupportive boss and eff those nasty old men who think they have a say in how you dress or do your hair,0
1.39e+18,30-04-2021 22:51,Thank you for coming Im glad u made it I saw it was lagging you out the session a lot,1
1.39e+18,30-04-2021 22:50,glad this ranked a bit higher i love you azalea,1
1.39e+18,30-04-2021 22:50,Abhiraj we are glad that the issue got resolved In the future you can reach us via the support option available on the app by choosing Write to us or Call Us for any queries or complaints We strive to serve you better,1
1.39e+18,30-04-2021 22:50,Thanks for the shout out Reece Glad you and other people are enjoying the video,1
1.39e+18,30-04-2021 22:50,This is quite sad thinking that this is someone my moms age Glad her family looked out for her after the incident at least,0
1.39e+18,30-04-2021 22:50,Thank you too Im glad you enjoyed the work Please look forward to her in the future,0
1.39e+18,30-04-2021 22:50,IM SO GLAD OMG  homies fixing their sleep schedule together we love to see it,1
1.39e+18,30-04-2021 22:50,Good glad its a turn off for buyers Its true as you say as well they will be banned its just a matter of time ,1
1.39e+18,30-04-2021 22:50,Glad you could be inspired by it I love that guy as well,1
1.39e+18,30-04-2021 22:50,Super glad you liked it,1
1.39e+18,30-04-2021 22:50,Hi How are you my friend The association launched a new campaign please see it We are glad that you share it and donate to those in need,1
1.39e+18,30-04-2021 22:50,Glad you connected with new people They are awesome  have a good weekend,1
1.39e+18,30-04-2021 22:50,That went a bit dogeward sorry but I am glad to call you a dogey pal of mine x,0
1.39e+18,30-04-2021 22:50,Aida we didnt coincide in Florida I dont think but so glad to have connected here ,0
1.39e+18,30-04-2021 22:50,Tons of strength in Bitcoin recently since the Puru low Very bearish because its overextended Glad Ive been in cash during bitcoins whole existence,0
1.39e+18,30-04-2021 22:50,i thought ceylon might have a good dynamic with folinic but i really like folinicmudrock and i dont get the vibe that folinic would be polyam so im glad you turned me onto fangceylon,1
1.39e+18,30-04-2021 22:50,Im glad theyre laughing about it Theyre funny,1
1.39e+18,30-04-2021 22:50,im glad i wanted to look nice,1
1.39e+18,30-04-2021 22:50,Awesome project glad to find this this project is going to be great like what the devs are going to make the project work out xEeCdABEbebCee Giveaway,1
1.39e+18,30-04-2021 22:50,glad you like it,1
1.39e+18,30-04-2021 22:50,its still sut for french and thai though the romanization may not be  accurate who even knows and im glad theyre both swearwords,1
1.39e+18,30-04-2021 22:50,Well be so glad to have you with us ,1
1.39e+18,30-04-2021 22:50,I remember when I thought I could never open my mouth about it fearing being so much judged Haha glad I grew up and now I can tell ppl to not share their opinions on my interest hehe,0
1.39e+18,30-04-2021 22:50,Hed roll his eyes at the laugh and grumbled at him Just hold me He muttered and when they took off he held onto him tighter He was glad he hadnt questioned him further The sooner we get there the faster we eat He added as they rose up,0
1.39e+18,30-04-2021 22:50,U SHOULD B GLAD THAT IHATESJ IS TAKEN,0
1.39e+18,30-04-2021 22:50,Glad youre back Captain Youve been missed ,1
1.39e+18,30-04-2021 22:50,Yeah I am glad I got it done Glad to see you got it Did your SIL and husband get theirs,1
1.39e+18,30-04-2021 22:50,Im also so glad that my friends seem to like listening to me its nice to have someone to talk to,1
1.39e+18,30-04-2021 22:50,Smh lol well Im glad I dont know what episode Im on since you said that lol,1
1.39e+18,30-04-2021 22:50,Spectacular finale Loved the show the cast was amazing So glad there are two more season confirmed InvincibleOnPrime,1
1.39e+18,30-04-2021 22:50,guys i hit three hundred followers today thankyou thankyou i love all of you so much and im so glad for the relationship ive made with some of you i would like to get closer with all of my moots so never be afraid to dm me mwah,0
1.39e+18,30-04-2021 22:50,Im honestly glad that Ive found u here,1
1.39e+18,30-04-2021 22:50,Love love love So glad they have each other,1
1.39e+18,30-04-2021 22:50,naki maaf baru baca sedih banget udah harus pisah gini padahal baru aja sering interact but if you want kindly hit me up with your new account or anything im glad we can met and being mutuals take a good care of yourself amp see you when i see you ,1
1.39e+18,30-04-2021 22:50,I know  checking on them was the highlight of my day but Im glad theyre all grown up and healthy These types of birds walk into my house all the time though so maybe one day theyll walk on in lol,1
1.39e+18,30-04-2021 22:50,ThisTime is so good So glad its back,1
1.39e+18,30-04-2021 22:50,hi bby im glad were back mutual efrenz again ,1
1.39e+18,30-04-2021 22:50,April was the most terrible month in the history of months for me in the stock market  So glad its over April showers brings may flowers Can i get a Amen ,0
1.39e+18,30-04-2021 22:50,Im glad to see youre back,1
1.39e+18,30-04-2021 22:50,Im so glad hes drinking a shit pint of Guinness he deserves a week of gut rot,0
1.39e+18,30-04-2021 22:50,I really wonder how many tags and requests gets every day Just glad he is here Entertaining and brightening so many peoples days,1
1.39e+18,30-04-2021 22:50,Seems youre on a bad streak Hope things turn better soon enough for you and glad youre keeping at it despite your circumstances,0
1.39e+18,30-04-2021 22:50,So glad I can book an appointment to get wifi shot into my veins in a few weeks My G is going to be poppin,1
1.39e+18,30-04-2021 22:50,AHSHDHSHSHD tysm youre one my faves too  Im so glad its making you happy bc it makes me happy,1
1.39e+18,30-04-2021 22:50,oh geez Im glad youre okay,1
1.39e+18,30-04-2021 22:50,Starting Mo Wagner tonight glad to see the team embracing the tank,1
1.39e+18,30-04-2021 22:50,Glad its helpful,1
1.39e+18,30-04-2021 22:50,Uconn is glad you stayed I watched you in College I was born in Waterbury and Moved to Bristol,1
1.39e+18,30-04-2021 22:50,Love Puppy Predictor and Thank You Notes Glad James Spader is in studio again,1
1.39e+18,30-04-2021 22:50,YES DO IT IM SO GLAD I DID IT,1
1.39e+18,30-04-2021 22:50,glad you can still see the humor in this i think thats likely a good sign,1
1.39e+18,30-04-2021 22:50,Im glad you were able to present We shall create more spaces together for campus and our profession ,1
1.39e+18,30-04-2021 22:50,I mean I was always a fan But Im glad everyone has seen the light,0
1.39e+18,30-04-2021 22:50,Glad you enjoyed it brother,0
1.39e+18,30-04-2021 22:50,Thanks for the endorsement Glad it helped,1
1.39e+18,30-04-2021 22:50,glad you enjoyed it beast,0
1.39e+18,30-04-2021 22:50,Congratulations to lead author on a great article and use of expert elicitation glad to be part of it An integrated seed health strategy and phytosanitary risk assessment Potato in the Republic of Georgia,1
1.39e+18,30-04-2021 22:50,SoonYi always looks so miserable and alone in the family photos I feel bad for her Glad she did an interview amp told the world her side Mia was never a mother to her AllenVFarrow,0
1.39e+18,30-04-2021 22:50,Im so glad people dont know my business the way they think they do,0
1.39e+18,30-04-2021 22:50,Heard thatgot a good idea though  Glad youre back ,1
1.39e+18,30-04-2021 22:50,Aye ah think yer rightwhit ahv been telt anawso glad when they created devolution they got expert mathematicians involved so that Indy parties could never have a majoritywe should tell them aw tae gtf and Jist start running oor country,0
1.39e+18,30-04-2021 22:50,Congrats Ames and glad I found you again Your home is beautiful,1
1.39e+18,30-04-2021 22:50,Got to see a close friend today she needed it and Im glad I was there for her had such a great time with her ,1
1.39e+18,30-04-2021 22:50,with no beer in me Id not tweet something where I repeat the same idea twice but here we are Moving onglad you are also on the other side Have not seen  siblings in  months nor their kids It is within reach,0
1.39e+18,30-04-2021 22:50,hey hey glad to know youre here ,1
1.39e+18,30-04-2021 22:50,Kyle One of the great people in this community Humble Up front Amazing person Very honest and Im chill with you Im glad to be your friend and I hope you have a bright future my bro,1
1.39e+18,30-04-2021 22:50,Glad Im not the only one,1
1.39e+18,30-04-2021 22:50,Cant wait to see whats in store So glad I was accepted in MaliceVsEveryboy,1
1.39e+18,30-04-2021 22:50,Good old times Im so glad hes doing well,1
1.39e+18,30-04-2021 22:50,Its unconscionable that Josh Duggar got away with molesting his sisters Glad to see hes been caught in some other crimebecause predators like JD revert to type letjusticebedone,0
1.39e+18,30-04-2021 22:50,Sad to see you wont run in the next election Youre a terrific representative for my hometown but glad to hear youre prioritizing family and health,1
1.39e+18,30-04-2021 22:50,sooooooo gooooood oh my god im so glad i didnt give this to you,0
1.39e+18,30-04-2021 22:50,Despite all the horrid stuff Robyn has done Im glad shes been taking big breaks from social media and trying to get the professional help she needs for her trauma Still this girl made me realize that even women can be just as bad as men sometimes,0
1.39e+18,30-04-2021 22:50,you owe me nothing you silly he says his voice firm though im certainly glad you were smart enough to stay in your flat made me worry less,0
1.39e+18,30-04-2021 22:50,its my first time not loving an itzy title track Im glad many like it though,1
1.39e+18,30-04-2021 22:50,We at AMAC are glad to see you doing well Sending prayers up for a full and speedy recovery AMACforAmerica,1
1.39e+18,30-04-2021 22:50,While there has been a spike in hate crimes involving Asians some culprits being black you clearly missed the point Also if you look at the average hate crime in nyc for the decadeyou wont find it to be Black on Asian Even the past year lol Glad we both got a laugh in,0
1.39e+18,30-04-2021 22:50,im just glad we get COLLABS FINALLY what r u most excited for,1
1.39e+18,30-04-2021 22:50,Wow Some days a friend speaks exactly what you need to hear I dont check my FB a lot but today I am glad I did bebrave iamme,0
1.39e+18,30-04-2021 22:50,Just glad her wig didnt blow off ,0
1.39e+18,30-04-2021 22:50,Really glad Alex wasnt alive to see all this,1
1.39e+18,30-04-2021 22:50,as a person that know a bit of your journeys adventures stories im glad to be standing by your side know your development goodly in this birthday im just hoping the best for you my edyie my tasya jkt tim b stands for bobo i want you to know that ill always be here,1
1.39e+18,30-04-2021 22:50,im glad you said that im sure everyones going to stop liking Minecraft because you said this youre a hero ,1
1.39e+18,30-04-2021 22:50,Glad to hear its still that way in Donegal Not been my experience in much if the rest of the country in recent times sad to say,0
1.39e+18,30-04-2021 22:50,shfdb glad u enjoyed it i wouldnt recommend searching up the lyrics tbh they dont make a lot of sense sdhb,1
1.39e+18,30-04-2021 22:50,Faaaaaaacts Im glad they kept hanging in there when things looked bleak,0
1.39e+18,30-04-2021 22:50,Ahhh Thank you  You totally made our day We are so glad you are enjoying the season and we cant wait to share the finale with you Stay sane out there ,1
1.39e+18,30-04-2021 22:50,Be glad you dont live here Watching your own countrys rip itself apart because of literal traitors has fucked with a lot of Americans heads mine included,1
1.39e+18,30-04-2021 22:50,Oh hey  followers on bird app Im glad you guys enjoy my inane shitposting guitar loop kit coming soon ,0
1.39e+18,30-04-2021 22:50,Im glad he saw that coming Now we just have to make sure Taiwan never falls into communist hands we will fight with everything we have to prevent that from happening and I think Xi knows that especially after all of the rhetoric from both sides over the last few months,0
1.39e+18,30-04-2021 22:50,And waht happens if you have some skills but still cant find a job During time of econic crisi you would be glad there is something to help you until you get back on your feet and dont risk loosing everything you work so hard until now,0
1.39e+18,30-04-2021 22:50,I think its brave of both of youyour daughter for being brave enough to discuss it with you and you for being brave enough to confront it head on Glad youre seeing a neurologist Just dont panic until you know exactly what you may or may not be dealing with ,0
1.39e+18,30-04-2021 22:50,Glad,0
1.39e+18,30-04-2021 22:50,Bby movas annoying as shit glad Im not no nigga and gotta deal with that Sht,0
1.39e+18,30-04-2021 22:50,I am interested in all kinds of reform and am glad I follow you I think addiction shouldnt be criminalized,1
1.39e+18,30-04-2021 22:50,i seen better days but we ball im glad youre better bro i missed you too,1
1.39e+18,30-04-2021 22:50,Looks great Jonno So glad you are having fun with this one,0
1.39e+18,30-04-2021 22:50,So glad u feelin better Katiebug it hard fur us abused babys momma sayin dogs gets PTSD toohopin u gets lots of daddy cuddles,0
1.39e+18,30-04-2021 22:49,Glad you like dogs in that house,1
1.39e+18,30-04-2021 22:49,Thanks Pete Wow I did that project in first year feels like so long ago now Ill definitely have to fix it up on his memory And Im okay thank you Im just glad we got an extra year with him ,1
1.39e+18,30-04-2021 22:49,Ive never been so glad to be this bored in my life,1
1.39e+18,30-04-2021 22:49,he listened in silence a grey cloud of smoke slowly escaping his nostrils finally a problem was solved im glad to hear hes got what he deserved,0
1.39e+18,30-04-2021 22:49,So glad I chose to move back to CT last summer has been doing a wonderful job I got my second dose today,1
1.39e+18,30-04-2021 22:49,glad i have a sister i can send to beat on bitches ,1
1.39e+18,30-04-2021 22:49,It may not be what I expected but Im just glad we in another decade and still getting Jay and Nas on the same track,1
1.39e+18,30-04-2021 22:49,Hello Please send us a DM with your order and wed be glad to help you with it ,1
1.39e+18,30-04-2021 22:49,Please show off more high heels with open toe You make me want to paint your toenails just shameful I do a really good job Do you promise that I will never get laid I feel good looking at pictures of you Makes me glad Im in chastity and agreed to no sex for my life,1
1.39e+18,30-04-2021 22:49,This spectacle of a man would not even make a garbage pickup Person His Dementia is really getting bad now The people that voted for Joe Biden you are getting what you asked for and Im glad of it I hope your hurting like the rest of us,0
1.39e+18,30-04-2021 22:49,Dear future wife I hope you will take care of me Ill be glad to say that you sacrificed your life,1
1.39e+18,30-04-2021 22:49,Im glad I still have a Tumblr but why is my account named chopstickfrog and why is it a banger,1
1.39e+18,30-04-2021 22:49,Im always up to way too much at once and I never release stuff lol But big things are coming Glad you love the remix,0
1.39e+18,30-04-2021 22:49,Jess I feel you for sure I almost didnt come back after all that happened w the pandemic but if I didnt I wouldnt have had the amazing class of students I have right now I am really glad I didnt walk away  years as an educator in JuneThose kids need us StayStrong,1
1.39e+18,30-04-2021 22:49,Im so glad were concurrently experiencing this LOL,1
1.39e+18,30-04-2021 22:49,Glad its on camera,1
1.39e+18,30-04-2021 22:49,Id be glad,1
1.39e+18,30-04-2021 22:49,Glad its not just us Americans who see it,1
1.39e+18,30-04-2021 22:49,yep its a meme to see how you draw the ones on the left in your style im glad its helpful and thank you,1
1.39e+18,30-04-2021 22:49,Donovan looks like Danny for real from GreaseIm so glad I decided to watch the movie so I know whos who The Jackets are ,1
1.39e+18,30-04-2021 22:49,I swear same i was so heartbroken now im glad its happy ksksksksjjs,0
1.39e+18,30-04-2021 22:49,BESTIE OMG ILY IM SO GLAD U STARTED IT MY IMPACT SO TRUE I CRIED,1
1.39e+18,30-04-2021 22:49,glad to see the tree did some good,1
1.39e+18,30-04-2021 22:49,Im glad its doing well though,1
1.39e+18,30-04-2021 22:49,Glad to have been selected to participate in the Virtual Ford Community Impact Fellowship  class Ill use this opportunity to learn as much from experiences of fellow passionate young people in their journey of impact as well as share mine Thank you,1
1.39e+18,30-04-2021 22:49,Glad youre dream came trueteachers deserve all the recognition you guys all rock,1
1.39e+18,30-04-2021 22:49,im so glad i only really cared about the crows bc ofc theres shadow amp bone discourse thats annoying as fuck ,0
1.39e+18,30-04-2021 22:49,I will be glad if I can see just k to break my fast tomorrow,1
1.39e+18,30-04-2021 22:49,Glad to have you mate Appreciate the support more than you know ,1
1.39e+18,30-04-2021 22:49,Yessss Im so happy for you I cant imagine going without anxiety meds for  whole years Im so glad youre finally able to get back on them,0
1.39e+18,30-04-2021 22:49,Glad to see Im not the only getting agressive emails from Roku and Google acting like parents fighting for their kid in a messy divorce,0
1.39e+18,30-04-2021 22:49,YES so glad youre coming ,1
1.39e+18,30-04-2021 22:49,I read that was a way to dye them glad I didnt try,0
1.39e+18,30-04-2021 22:49,So glad I didnt see any of this stuff WTF,1
1.39e+18,30-04-2021 22:49,Also thank you Im so glad you enjoyed the Fic,1
1.39e+18,30-04-2021 22:49,Same here So glad we can look back and enjoy them,1
1.39e+18,30-04-2021 22:49,Well Im glad someone has found some logic in that clown show Reading the AZAudit feed is sadly hilarious as they try to figure out WTH these fools are doing down there,0
1.39e+18,30-04-2021 22:49,Im so glad they found each other,1
1.39e+18,30-04-2021 22:49,I hope so lt If I can even put the slightest smile on someones face Im glad,1
1.39e+18,30-04-2021 22:49, lolol im glad you like it,1
1.39e+18,30-04-2021 22:49,Its okay Im glad you came for me,1
1.39e+18,30-04-2021 22:49,glad to know im not the only who thinks that,1
1.39e+18,30-04-2021 22:49,Apparently hes like notorious glad I can be blocked lol,0
1.39e+18,30-04-2021 22:49,And I congratulate you with the TV I am glad that you are doing so good  Thank you for the broadcast It was fun   you as always  And  again managed to boast that he had listened to everyone before,1
1.39e+18,30-04-2021 22:49,Glad to help ,1
1.39e+18,30-04-2021 22:49,Hi How are you my friend The association launched a new campaign please see it We are glad that you share it and donate to those in need,1
1.39e+18,30-04-2021 22:49,bye i remember when he released pray i cried that song dude ugh i really did love him and then i saw all the shit he did and im glad i got to see who he really was,0
1.39e+18,30-04-2021 22:49,NO BECAUSE IM GLAD IM NOT THE ONLY ONE,0
1.39e+18,30-04-2021 22:49,Im glad they changed it back to its original title Its much better,1
1.39e+18,30-04-2021 22:49,Setsu gets the credit for commissioning me and for a lot of insightful suggestions throughout the process Im so so glad you like it I loved reading your story ,1
1.39e+18,30-04-2021 22:49,Yes very true I was glad to see them both have someone they truly liked,1
1.39e+18,30-04-2021 22:49,hes spot on glad hes in a position to implement a more effective travel restriction policy that might actually work rather than just be a talking point to avoid further actions,0
1.39e+18,30-04-2021 22:49,WHY IS IT SO FAST IM SO GLAD MEME SEVER ISNT IN STRIVE,0
1.39e+18,30-04-2021 22:49,wait Id be so into this Im glad that every one was on the same page that logan lerman was the perfect percy jackson but the movie itself was just shit,1
1.39e+18,30-04-2021 22:49,Oh My God The way these things have such a massive effect on our lives Im really glad that pizza played its part that evening which may soubs flippant or silly and its not meant to Xxx,0
1.39e+18,30-04-2021 22:49,I watched it yesterday and all I can say is Holy shit And that Im glad hes doing so well,1
1.39e+18,30-04-2021 22:49,Awesome project glad to find this this project is going to be great like what the devs are going to make the project work out fishswapapp bsc,1
1.39e+18,30-04-2021 22:49,Not one and Im glad Nor have I sent my butt pic ,1
1.39e+18,30-04-2021 22:49,it has been an absolute joy watching him grow speaking as a genderfluid enby who highly relates esp since a friend gave me Witch Boy when I started questioning my gender yall are both rad as heck and I glad to have yall,1
1.39e+18,30-04-2021 22:49,lol the unis admin is totally pozzed Im glad I graduated before it went full clown world,1
1.39e+18,30-04-2021 22:49,AWEE IM GLAD I MADE YOU HAPPY ,1
1.39e+18,30-04-2021 22:49,so glad I met this guy,1
1.39e+18,30-04-2021 22:49,So glad you dig it,0
1.39e+18,30-04-2021 22:49,Glad I got my shot today thanks to the volunteers and staff for their hard work,0
1.39e+18,30-04-2021 22:49,Metal Gear Solid V modding is about to reach a new level and Im just so glad that its happening  can never go wrong with more maps to sneak around gt,0
1.39e+18,30-04-2021 22:49,Fr like and youve only gotten hotter as time goes on Im really glad I subbed to your OF when I could just sad I had to cancel when I did lt Youre one of my favorite content creators and I wish you the best,1
1.39e+18,30-04-2021 22:49,When he grabbed her and pulled her backwards she just looked to him and rolled her eyes at him I am innocent what do you mean Arent you glad I am wearing clothes since youre the one who talks shit about me the most She smiles as she moves his hands,1
1.39e+18,30-04-2021 22:49,Im glad yall are talking about this because whew,1
1.39e+18,30-04-2021 22:49,No problem Im glad and honestly pleasantly surprised it helped ,1
1.39e+18,30-04-2021 22:49,Congrats on this brother So glad it arrived safely,1
1.39e+18,30-04-2021 22:49,Good for them Glad to see a defense contractor that has been focused for years on developing new and innovative ways of killing people to finally do something good for humanity,1
1.39e+18,30-04-2021 22:49,I agree with you WhiteSupremacy has never been real Nazi thought it was proven wrong KKK believed it was proven wrong But there are still many supremacist believe they are superior Im glad you and me agree there is not such thing America,0
1.39e+18,30-04-2021 22:49,we just talked abt random things and listened to music lol and im glad ur okayyy,1
1.39e+18,30-04-2021 22:49,Oh I get that Im glad hes not my Senator Venting is fine But I used to live in WI My Senators then were H Kohl D amp R Feingold D R Johnson is a huge downgrade So I needed to vent on behalf of my friends who still live in WI As an American Id rather Manchin,0
1.39e+18,30-04-2021 22:49,I was buggered after my first jab and my mate who has a autoimmune condition was sound He had his nd jab today but its wiped him out as knackered and tired We are all different But glad you have it and peace of mind ,0
1.39e+18,30-04-2021 22:49,in other news im a slut for that reddishpinkish wineish color and im so glad thats ambroses Thing,1
1.39e+18,30-04-2021 22:49,Omg this made my day Im so glad you liked it Its really a great comfort movie with amazing academicsapphic vibes  Yay Im glad you watched it ,1
1.39e+18,30-04-2021 22:49,RIGHT Glad to see I have oomfs with taste,1
1.39e+18,30-04-2021 22:49,Ive been watching the FridayLivestream and Im loving the way you run interviews youre so sweet really enjoying it so far PLUUUS I love and Im so glad youre gonna play her soon,1
1.39e+18,30-04-2021 22:49,Glad Zu gave an honest answer here Me too bro,0
1.39e+18,30-04-2021 22:49,And you turned out pretty good Im glad their stain on humanity did not effect you Sue,1
1.39e+18,30-04-2021 22:49,So glad Bob Quinn and that dopey bat are gone,1
1.39e+18,30-04-2021 22:49,Glad we can keep him but PAY THIS MAN,1
1.39e+18,30-04-2021 22:49,Marci is amazing So glad she is back playing Abigail There is no other than Marci ,1
1.39e+18,30-04-2021 22:49,kinda glad that not kany people follow this account hehe id be exposing myself,1
1.39e+18,30-04-2021 22:49,Im so Glad that Im Not in the trickjumping Community,0
1.39e+18,30-04-2021 22:49,Im glad I decided to play Snap I had such a bad day and its made me feel like a kid again,0
1.39e+18,30-04-2021 22:49,Yeah Im glad ion fw them how I used to Cuz these prices outrageous,0
1.39e+18,30-04-2021 22:49,They finally fixed it and reposted all the money back to my account Still blamed it on the mortgage company which it could have been their fault I tried getting a hold of the mortgage company and they were closed over the weekend That was just crazy Glad its fixed,0
1.39e+18,30-04-2021 22:49,Good project glad to find this project This project is going to be greatlike what the devs are doing to make the project workout Will invite alot of people to take part in this in order to make the project even better Bitcoin uniswap Airdrop DeFi Binance Ethereum,1
1.39e+18,30-04-2021 22:49,Glad that he is doing well Hope he finds a loving family soon thats always good to him ,1
1.39e+18,30-04-2021 22:49,Well thank you Im glad that you did,1
1.39e+18,30-04-2021 22:49,Uncle Yuichi is really nice Im glad he moved in with me and Mom,1
1.39e+18,30-04-2021 22:49,How are you my friend The association launched a new campaign please see it We are glad that you share it and donate to those in need,1
1.39e+18,30-04-2021 22:49,Thank you sir Always glad to have more ,1
1.39e+18,30-04-2021 22:49,Glad you remembered to insert that first i in the word Cilit,1
1.39e+18,30-04-2021 22:49,Im so glad I grew up going to s raves,1
1.39e+18,30-04-2021 22:49,pokemon snap is literally everything i wanted so far cannot imagine being happier with it  glad you were having fun playing it too,0
1.39e+18,30-04-2021 22:49,Thanks dear Chowsie glad your relaxing in the bushes watching the world go bye My cat Fluffy love hiding in the bushes too Dont be too hard on your Mom humans need the AC on scorching hot days Love Hugs Meows Purrs xxx ,0
1.39e+18,30-04-2021 22:49,Im glad keep being the bad bitch you always have been,0
